start_date,end_date,country_name,iso,location,dis_type,dis_subtype,total_deaths,total_affected,total_dam,insured_losses,disaster_no,associated_dis,associated_dis2
11/09/1992,11/09/1992,Congo (the Democratic Republic of the),COD,Near Kabolo (Shaba province),Earthquake,Ground movement,9,311,0,0,1992-0064,--,--
05/12/2005,05/12/2005,Congo (the Democratic Republic of the),COD,"Kalemie city (Tanganyka district, Katanga province)",Earthquake,Ground movement,6,1505,0,0,2005-0671,--,--
03/02/2008,03/02/2008,Congo (the Democratic Republic of the),COD,Bukavu district (Sud-Kivu province),Earthquake,Ground movement,11,17355,7000,0,2008-0040,--,--
06/08/2015,07/08/2015,Congo (the Democratic Republic of the),COD,"Kabare, Bukavu (South Kivu)",Earthquake,Ground movement,3,390,0,0,2015-0336,--,--
13/04/1910,13/04/1910,Costa Rica,CRI,Cartago,Earthquake,Ground movement,1750,0,0,0,1910-0004,--,--
14/04/1973,14/04/1973,Costa Rica,CRI,South Laguna Arenal,Earthquake,Ground movement,21,3745,200,0,1973-0024,--,--
02/04/1983,02/04/1983,Costa Rica,CRI,S.E. San José,Earthquake,Ground movement,10,475,1000,0,1983-0065,--,--
03/07/1983,03/07/1983,Costa Rica,CRI,San Jose province,Earthquake,Ground movement,2,5060,0,0,1983-0092,"Slide (land, mud, sn",--
22/12/1990,22/12/1990,Costa Rica,CRI,"Alajuela, Heredia, San Jose provinces",Earthquake,Ground movement,1,14299,19500,0,1990-0170,--,--
25/03/1990,25/03/1990,Costa Rica,CRI,"Puntarenas, San Jose areas",Earthquake,Ground movement,0,310,0,0,1990-0191,--,--
22/04/1991,22/04/1991,Costa Rica,CRI,"Bribri, Matina, Bataan, Sixaola, 28 Millas, Estrella Valley (Limon province)",Earthquake,Ground movement,47,10419,100000,0,1991-0114,Tsunami/Tidal wave,--
09/08/1991,09/08/1991,Costa Rica,CRI,San José,Earthquake,Ground movement,0,150,0,0,1991-0293,--,--
04/05/1991,04/05/1991,Costa Rica,CRI,Limon area,Earthquake,Ground movement,0,0,0,0,1991-0773,--,--
10/07/1993,10/07/1993,Costa Rica,CRI,"Cartago, Turrialba",Earthquake,Ground movement,3,240,0,0,1993-0184,--,--
25/12/2003,25/12/2003,Costa Rica,CRI,"Corredores, Golfito districts (Puntarenas province)",Earthquake,Ground movement,2,135,0,0,2003-0628,--,--
20/11/2004,20/11/2004,Costa Rica,CRI,"San Jose, Puntarenas provinces",Earthquake,Ground movement,8,280,0,0,2004-0599,"Slide (land, mud, sn",--
08/01/2009,08/01/2009,Costa Rica,CRI,"Alajuela, Alfaro Ruiz, Grecia, Poas, Valverde Vega districts (Alajuela province), Barva, Heredia, Santa Barbara, Sarapiqui districts (Heredia province)",Earthquake,Ground movement,31,128618,200000,100000,2009-0002,"Slide (land, mud, sn",--
05/09/2012,05/09/2012,Costa Rica,CRI,"Abangares, Carillo, Hojancgan, Liberia, Nicoya, Nandayure, Santacruz districts (Guanacaste province), Alajuela, Alafaro Ruiz, Atenas, Grecia, Naranjo, Poas, San Carlos, San Ramon, Valverde Vega, Upala districts (Alajuela province), Acosta, Puriscal, San Jose districts (San Jose province), Limon districts (Limon province), 
Barva, Sarapiqui districts (Heredia province), Aguirre, Garabito, Puntaneras districts (Puntarenas province)",Earthquake,Ground movement,2,762,45000,32000,2012-0343,--,--
05/09/1996,05/09/1996,Croatia,HRV,"Ston, Slano area",Earthquake,Ground movement,0,2000,0,0,1996-0212,--,--
19/02/1976,19/02/1976,Cuba,CUB,Camaron area,Earthquake,Ground movement,1,8,0,0,1976-0026,--,--
25/05/1992,25/05/1992,Cuba,CUB,"Granma,Santiago de Cuba, Holguin, Las Tunas provinces",Earthquake,Ground movement,0,5869,0,0,1992-0067,--,--
10/09/1953,10/09/1953,Cyprus,CYP,South West ,Earthquake,Ground movement,40,100,0,0,1953-0054,--,--
23/02/1995,23/02/1995,Cyprus,CYP,"Paphos, Nicosia areas",Earthquake,Ground movement,2,1865,4340,0,1995-0034,--,--
21/11/2004,21/11/2004,Dominica,DMA,"St. Andrew, St. John, St. Joseph, St. Peter provinces",Earthquake,Ground movement,0,100,0,0,2004-0582,--,--
/08/1946,/08/1946,Dominican Republic (the),DOM,,Earthquake,Ground movement,73,0,0,0,1946-0021,--,--
22/09/2003,22/09/2003,Dominican Republic (the),DOM,"Puerto Plata district (Puerto Plata province), San Francisco de Macoris district (Duarte province), Santiago district (Santiago province), Nagua district (Maria Trinidad Sanches province)",Earthquake,Ground movement,3,2015,0,0,2003-0477,"Slide (land, mud, sn",--
04/05/1904,04/05/1904,Ecuador,ECU,Fuerte Temblor en Loja,Earthquake,Ground movement,0,0,0,0,1904-0005,--,--
31/01/1906,31/01/1906,Ecuador,ECU,Costa de Esmeraldas,Earthquake,Ground movement,0,0,0,0,1906-0017,--,--
03/03/1924,03/03/1924,Ecuador,ECU,Chimborazo,Earthquake,Ground movement,40,0,0,0,1924-0005,--,--
14/05/1942,14/05/1942,Ecuador,ECU,Guayas province,Earthquake,Ground movement,200,0,0,0,1942-0001,--,--
05/08/1949,05/08/1949,Ecuador,ECU,"Pelileo, Ambato",Earthquake,Ground movement,6000,100000,20000,0,1949-0010,"Slide (land, mud, sn",--
09/12/1970,09/12/1970,Ecuador,ECU,Loja province,Earthquake,Ground movement,29,88112,4000,0,1970-0067,--,--
09/04/1976,09/04/1976,Ecuador,ECU,Esmeraldas,Earthquake,Ground movement,10,0,4000,0,1976-0033,--,--
04/10/1976,04/10/1976,Ecuador,ECU,Cotopaxi Pinchincha province,Earthquake,Ground movement,10,20000,0,0,1976-0068,--,--
18/08/1980,18/08/1980,Ecuador,ECU,Guayaquil,Earthquake,Ground movement,8,40,0,0,1980-0081,--,--
05/03/1987,05/03/1987,Ecuador,ECU,"Carchi, Imbabura, Pastaza, Napo provinces",Earthquake,Ground movement,5000,150000,1500000,0,1987-0070,"Slide (land, mud, sn",--
22/09/1987,22/09/1987,Ecuador,ECU,Ambato (Tungurahua province),Earthquake,Ground movement,2,6,0,0,1987-0162,"Slide (land, mud, sn",--
11/08/1990,11/08/1990,Ecuador,ECU,"Quito, Pomasqui",Earthquake,Ground movement,4,6510,0,0,1990-0230,"Slide (land, mud, sn",--
26/03/1995,26/03/1995,Ecuador,ECU,Quevedo,Earthquake,Ground movement,1,85,0,0,1995-0047,--,--
02/10/1995,02/10/1995,Ecuador,ECU,"Pastaza, Tena, Archidona, Santiago (Cutuca mountains, Morona Santiago Province)",Earthquake,Ground movement,2,805,0,0,1995-0226,--,--
28/03/1996,28/03/1996,Ecuador,ECU,"Pujili, San Juan, Atocha, Santa Barbara, Rumiquinche, Cuturibi Alto, Cutuburi Bajo, San Antonio, Cachi Ato, Cachi Bajo, Nazareth, La Merced, Pucara, Alpamalag, La Victoria, Tiobamba, California, Lacubamba, Laguamatsa, Isinche, (Cotopaxi ",Earthquake,Ground movement,27,30705,7000,0,1996-0062,--,--
04/08/1998,04/08/1998,Ecuador,ECU,"Canoa, Bahia de Caraquez, San Vicente, Bricenio, Jama, Chone, Santa Ana, Portoviejo, Montecristi, Manta, Charapoto, San Clemente, San Jacinto (Manabi province)",Earthquake,Ground movement,3,2040,0,0,1998-0353,--,--
13/08/2014,13/08/2014,Ecuador,ECU,Quito district (Pichincha province),Earthquake,Ground movement,3,18,0,0,2014-0288,"Slide (land, mud, sn",--
16/04/2016,16/04/2016,Ecuador,ECU,"Guayaquil district (Guayas province), Muisne district (Esmeraldas province), Portoviejo district (Manabi province), Santo Domingo de los Tsachilas, Los Ríos, Santa Elena provinces",Earthquake,Ground movement,676,1230000,3300000,0,2016-0117,Tsunami/Tidal wave,--
18/05/2016,18/05/2016,Ecuador,ECU,"Esmeraldas district (Esmeraldas province), Portoviejo district (Manabi province)",Earthquake,Ground movement,1,147,0,0,2016-0151,--,--
26/06/1926,26/06/1926,Egypt,EGY,Basse-Egypte,Earthquake,Ground movement,12,0,0,0,1926-0014,--,--
12/09/1955,12/09/1955,Egypt,EGY,Near Cairo,Earthquake,Ground movement,20,28,0,0,1955-0020,--,--
12/10/1992,12/10/1992,Egypt,EGY,Near Fayoum (Cairo),Earthquake,Ground movement,552,92649,1200000,0,1992-0149,--,--
22/11/1995,22/11/1995,Egypt,EGY,Cairo,Earthquake,Ground movement,10,69,0,0,1995-0293,--,--
24/08/2002,24/08/2002,Egypt,EGY,Cairo province,Earthquake,Ground movement,0,250,0,0,2002-0545,--,--
02/01/1902,02/01/1902,El Salvador,SLV,,Earthquake,Tsunami,185,0,0,0,1902-0002,--,--
19/06/1906,19/06/1906,El Salvador,SLV,San Salvador,Earthquake,Ground movement,0,0,0,0,1906-0026,--,--
06/05/1951,06/05/1951,El Salvador,SLV,"Jucuapa, Chinameca",Earthquake,Ground movement,1000,0,23000,0,1951-0012,--,--
03/05/1965,03/05/1965,El Salvador,SLV,San Salvador,Earthquake,Ground movement,125,139720,35000,0,1965-0025,--,--
19/06/1982,19/06/1982,El Salvador,SLV,,Earthquake,Ground movement,20,32500,0,0,1982-0081,"Slide (land, mud, sn",--
10/10/1986,10/10/1986,El Salvador,SLV, San Salvador,Earthquake,Ground movement,1100,770000,1500000,225000,1986-0123,--,--
13/01/2001,13/01/2001,El Salvador,SLV,"Berlin, Alegria, Tecapan, Santiago de Maria districts (Usulutan province), Santa Tecla, Comasagua districts (La Libertad province) ; San Miguel, Santa Ana, Sonsonate, Cuscatlan, San Vicente, La Union, Ahuachapan, Cabanas, Morazan, Chalatenango, La Paz, La Libertad, San Salvador, Usulutan provinces",Earthquake,Ground movement,844,1334529,1500000,290000,2001-0013,"Slide (land, mud, sn",--
13/02/2001,13/02/2001,El Salvador,SLV,"La Paz, Cuscatlan, San Vicente, San Salvador, Morazan, La Libertad provinces ; San Juan Tepezontes district (La Paz province), Cojutepeque district (Cuscatlan province)",Earthquake,Ground movement,315,256021,348500,0,2001-0042,"Slide (land, mud, sn",--
05/05/2005,05/05/2005,El Salvador,SLV,"Apaneca district (Ahuachapan province), Juayua district (Sonsonate province)",Earthquake,Ground movement,1,751,0,0,2005-0240,"Slide (land, mud, sn",--
17/12/2006,17/12/2006,El Salvador,SLV,"San Lorenzo, Atiquizaya, Ahuachapan, Turin, El Refugio districts (Ahuachapan province)",Earthquake,Ground movement,0,16470,0,0,2006-0699,--,--
25/08/1906,25/08/1906,Ethiopia,ETH,Shoa,Earthquake,Ground movement,0,0,6750,0,1906-0016,--,--
27/02/1913,27/02/1913,Ethiopia,ETH,Asmera,Earthquake,Ground movement,0,0,0,0,1913-0026,--,--
21/08/1914,21/08/1914,Ethiopia,ETH,"Massawa, Harbour",Earthquake,Ground movement,0,0,0,0,1914-0024,--,--
14/08/1921,14/08/1921,Ethiopia,ETH,Massawa,Earthquake,Ground movement,0,0,0,0,1921-0006,--,--
13/02/1927,13/02/1927,Ethiopia,ETH,,Earthquake,Ground movement,0,0,0,0,1927-0016,--,--
/06/1961,/06/1961,Ethiopia,ETH,Wollo,Earthquake,Ground movement,0,0,0,0,1961-0016,--,--
29/03/1969,29/03/1969,Ethiopia,ETH,Serdo,Earthquake,Ground movement,24,585,320,0,1969-0061,--,--
03/03/1990,03/03/1990,Fiji,FJI,South of Fiji Islands,Earthquake,Ground movement,0,0,0,0,1990-0188,--,--
23/06/1990,23/06/1990,Fiji,FJI,,Earthquake,Ground movement,0,0,0,0,1990-0221,--,--
11/06/1909,11/06/1909,France,FRA,"Lambesc, Saint-Cannat, Rognes (Haute-Provence)",Earthquake,Ground movement,46,0,0,0,1909-0009,--,--
16/10/1979,16/10/1979,France,FRA,Cote d'Azur,Earthquake,Tsunami,11,2,0,0,1979-0259,--,--
15/06/1991,15/06/1991,Georgia,GEO,Dzhava-Tskhinvazli area,Earthquake,Ground movement,8,3740,0,0,1991-0122,"Slide (land, mud, sn",--
24/10/1992,24/10/1992,Georgia,GEO,Barisakho area,Earthquake,Ground movement,1,10,0,0,1992-0481,"Slide (land, mud, sn",--
25/04/2002,25/04/2002,Georgia,GEO,Tbilissi district (Tbilisi province),Earthquake,Ground movement,6,19156,350000,0,2002-0247,"Slide (land, mud, sn",--
07/09/2009,07/09/2009,Georgia,GEO,"Nigavzebi, Utsera , Gari, Nakieti villages (Oni district, Racha-Lechkhumi and Kvemo (lower) Svaneti province), Satchekhere district (Imereti province)",Earthquake,Ground movement,0,7306,0,0,2009-0388,--,--
13/04/1992,13/04/1992,Germany,DEU,"Heinsberg, Bonn, Koln (Western)",Earthquake,Ground movement,1,1525,50000,0,1992-0093,--,--
05/12/2004,05/12/2004,Germany,DEU,"Waldkirch, Emmendingen towns (Freiburg district, Baden-Wuerttemberg Province)",Earthquake,Ground movement,0,150,12000,8000,2004-0669,--,--
03/09/1978,03/09/1978,Germany Fed Rep,DFR,Swabian Alb,Earthquake,Ground movement,0,235,150000,0,1978-0113,--,--
22/06/1939,22/06/1939,Ghana,GHA,Accra,Earthquake,Ground movement,17,0,0,0,1939-0005,--,--
//1928,//1928,Greece,GRC,,Earthquake,Ground movement,103,0,0,0,1928-0001,--,--
12/08/1953,12/08/1953,Greece,GRC,"Zakinthos, Céphalonie (Ionian Islands)",Earthquake,Ground movement,455,0,100000,0,1953-0001,--,--
30/04/1954,30/04/1954,Greece,GRC,Central ,Earthquake,Ground movement,31,200,0,0,1954-0044,--,--
09/07/1956,09/07/1956,Greece,GRC,"Santorini, Islands of Amorgos and Astypaiaia, Aegean islands, Crete, Folegrandos",Earthquake,--,53,100,0,0,1956-0037,Tsunami/Tidal wave,Volcanic activity
09/03/1965,09/03/1965,Greece,GRC,"(1) Alonisos & Skopelos, (2) C Patras, Corinth, (3) C Peloponnesus",Earthquake,Ground movement,38,30253,8000,0,1965-0015,--,--
05/02/1966,05/02/1966,Greece,GRC,Eurytania region,Earthquake,Ground movement,1,11050,4000,0,1966-0026,--,--
01/09/1966,01/09/1966,Greece,GRC,"(1) Megalopos, (2) Central Greece",Earthquake,Ground movement,1,15123,14000,0,1966-0068,--,--
/05/1967,/05/1967,Greece,GRC,North West Mountains,Earthquake,Ground movement,9,16583,5000,0,1967-0032,--,--
20/02/1968,20/02/1968,Greece,GRC,"Limnos, Agios Efstratios",Earthquake,Ground movement,19,7618,600,0,1968-0032,--,--
20/06/1978,20/06/1978,Greece,GRC,Thessaloniki area,Earthquake,Ground movement,50,600100,250000,0,1978-0081,--,--
12/07/1980,12/07/1980,Greece,GRC,Volos (Magnisia province),Earthquake,Ground movement,1,17,0,0,1980-0239,--,--
24/02/1981,24/02/1981,Greece,GRC,Athens-Corinth area,Earthquake,Ground movement,22,80400,900000,0,1981-0033,--,--
10/03/1981,10/03/1981,Greece,GRC,Greece-Albania border region,Earthquake,Ground movement,2,450,0,0,1981-0122,"Slide (land, mud, sn",--
23/03/1983,23/03/1983,Greece,GRC,Vonitsa area,Earthquake,Ground movement,0,487,0,0,1983-0171,--,--
31/08/1985,31/08/1985,Greece,GRC,Preveza region,Earthquake,Ground movement,0,186,0,0,1985-0258,"Slide (land, mud, sn",--
13/09/1986,13/09/1986,Greece,GRC,Kalamata (Southwestern Peloppinos),Earthquake,Ground movement,20,45300,745000,0,1986-0113,--,--
16/10/1988,16/10/1988,Greece,GRC,Near Killini,Earthquake,Ground movement,0,25,0,0,1988-0467,"Slide (land, mud, sn",--
21/12/1990,21/12/1990,Greece,GRC,Goumenisa (50km north Thessaloniki),Earthquake,Ground movement,1,60,0,0,1990-0169,--,--
16/06/1990,16/06/1990,Greece,GRC,Kanalaki,Earthquake,Ground movement,0,1,0,0,1990-0217,--,--
27/03/1993,27/03/1993,Greece,GRC,Pyrgos-Amalias area,Earthquake,Ground movement,1,1516,0,0,1993-0136,--,--
14/07/1993,14/07/1993,Greece,GRC,Patras,Earthquake,Ground movement,0,605,0,0,1993-0579,--,--
13/05/1995,13/05/1995,Greece,GRC,"Kozani, Thessaloniki, Grevena-Kozani, Patras",Earthquake,Ground movement,26,15060,450000,0,1995-0085,--,--
15/06/1995,15/06/1995,Greece,GRC,Aiyion,Earthquake,Ground movement,26,13900,422700,200,1995-0437,--,--
06/08/1996,06/08/1996,Greece,GRC,Konitsa,Earthquake,Ground movement,0,1500,0,0,1996-0179,--,--
07/09/1999,07/09/1999,Greece,GRC,"Athens Suburbs: Menidi, Ano Liosia, Thracomacedones, Philadelfia, Zefiri, Metamorphosi, Petroupoli, N. Ionia, Moschato, Fili, Kamatero, Ilion, Elefsina, N. Halkidona, Peristeri, Ag Anargiri, Haidari and Galatsi",Earthquake,Ground movement,143,115139,4200000,0,1999-0302,--,--
26/05/2000,26/05/2000,Greece,GRC,"Michalitsi, Mitikas (Artis District, Ipeiros province), Flampoura, Kanali, Pantokratos villages (Prevezis district, Ipeiros province)",Earthquake,Ground movement,0,600,0,0,2000-0303,--,--
26/07/2001,26/07/2001,Greece,GRC,"Skyros Island (Evvoias district, Sterea Ellada province)",Earthquake,Ground movement,0,300,0,0,2001-0749,--,--
02/12/2002,02/12/2002,Greece,GRC,"Vartholomio city (Ileias district, Dytiki Ellada province)",Earthquake,Ground movement,0,167,0,0,2002-0757,--,--
14/08/2003,14/08/2003,Greece,GRC,"Lefkados district, Ionioi Nisoi province",Earthquake,Ground movement,0,50,0,0,2003-0400,"Slide (land, mud, sn",--
08/06/2008,08/06/2008,Greece,GRC,"Achaïe (Achaias district, Dytiki Ellada province), Elide (Ileias district, Dytiki Ellada province), Leucade Isl. (Lefkados district, Ionioi Nisoi province)",Earthquake,Ground movement,2,3708,0,0,2008-0226,"Slide (land, mud, sn",--
26/01/2014,03/02/2014,Greece,GRC,"Lixouri, Kounopetra, Fiskardo villages (Kefalonia Isl., Kefallinias district, Ionioi Nisoi province)",Earthquake,Ground movement,0,2023,178000,8000,2014-0049,--,--
24/05/2014,24/05/2014,Greece,GRC,"Limnos Island (Lesvou district, Voreio Aigaio province), Samothrace Island (Evrou district, Anatoliki Makedonnia Kai Thraki province)",Earthquake,Ground movement,3,75002,450000,0,2014-0174,--,--
21/11/2004,21/11/2004,Guadeloupe,GLP,"Basse-Terre, Terre-de-Bas, Saintes Isl.",Earthquake,Ground movement,1,153,0,0,2004-0582,--,--
09/08/1993,09/08/1993,Guam,GUM,Tumon Bay area,Earthquake,Ground movement,0,71,120000,50000,1993-0049,"Slide (land, mud, sn",Tsunami/Tidal wave
18/04/1902,18/04/1902,Guatemala,GTM,"Quezaltenango, San Marcos",Earthquake,Ground movement,2000,0,0,0,1902-0012,--,--
29/12/1917,29/12/1917,Guatemala,GTM,Guatemala city,Earthquake,Ground movement,2650,0,0,0,1917-0009,--,--
04/02/1976,04/02/1976,Guatemala,GTM,Guatemala city,Earthquake,Ground movement,23000,4993000,1000000,0,1976-0024,--,--
09/10/1979,09/10/1979,Guatemala,GTM,"Santa Rosa, Jutiapia provinces ",Earthquake,Ground movement,0,2040,0,0,1979-0094,"Slide (land, mud, sn",--
//1982,//1982,Guatemala,GTM,,Earthquake,Ground movement,20,0,5000,0,1982-0398,--,--
11/10/1985,11/10/1985,Guatemala,GTM,"Tierra Blanca, Catoxac canton, San Lucas canton, San Antonio Chiquito (San Miguel Uspantan)",Earthquake,Ground movement,0,5000,0,0,1985-0120,--,--
03/02/1986,03/02/1986,Guatemala,GTM,Ixchiguan (San Marcos province),Earthquake,Ground movement,0,2500,0,0,1986-0170,--,--
03/11/1988,03/11/1988,Guatemala,GTM,South,Earthquake,Ground movement,5,500,0,0,1988-0043,"Slide (land, mud, sn",--
15/10/1988,15/10/1988,Guatemala,GTM,Chamaltenango area,Earthquake,Ground movement,0,1550,0,0,1988-0463,--,--
18/09/1991,18/09/1991,Guatemala,GTM,"Escuintla, Chimaltenango, Solola, Sacatepeguez",Earthquake,Ground movement,14,23890,0,0,1991-0230,"Slide (land, mud, sn",--
11/07/1999,11/07/1999,Guatemala,GTM,San Pedro Sula,Earthquake,Ground movement,2,280,0,0,1999-0639,--,--
13/01/2001,13/01/2001,Guatemala,GTM,Jutapia province,Earthquake,Ground movement,6,152,50,0,2001-0023,--,--
19/09/2011,19/09/2011,Guatemala,GTM,"Cuilapa district (Santa Rosa province) ; Guatemala city (Guatemala district, Guatemala province)",Earthquake,Ground movement,3,400,0,0,2011-0373,--,--
07/11/2012,07/11/2012,Guatemala,GTM,"San Marcos, Quetzaltenango, Solola, Retalhuleu, Quiché, Totonicapan, Huehuetenango, Suchitepequez, Chimaltenango, Sacatepequez, Guatemala provinces",Earthquake,Ground movement,44,1321742,210000,0,2012-0407,--,--
07/09/2013,07/09/2013,Guatemala,GTM,"Ciudad Tecun Uman city (Ayutla district, San Marcos province)",Earthquake,Ground movement,1,572,0,0,2013-0405,--,--
07/07/2014,07/07/2014,Guatemala,GTM,"Huehuetenango, Quetzaltenango, Retalhuleu, San Marcos, Solola, Suchitepequez, Totonicapan provinces ",Earthquake,Ground movement,1,94783,0,0,2014-0234,--,--
22/12/1983,22/12/1983,Guinea,GIN,Gaoual-Koumbia area,Earthquake,Ground movement,275,21436,0,0,1983-0161,--,--
27/10/1952,27/10/1952,Haiti,HTI,Anse-a-Veau,Earthquake,Ground movement,6,0,20000,0,1952-0010,--,--
12/01/2010,12/01/2010,Haiti,HTI,"Port-au-prince, Kenscoff municipalities (Port-au-Prince district), Croix-des-Bouquets municipality (Croix-des-Bouquets district), Leogane, Petit-Goave, Grand-Goave municipalities (Leogane) (Ouest province), Jacmel municipality (Jacmel district, Sud Est province), Les Cayes municipality (Cayes district, Sud province), Jeremie municipality (Jeremie district, Grande Anse province), Gonaives municipality (Gonaives district, Artibonite province)",Earthquake,Ground movement,222570,3700000,8000000,200000,2010-0017,--,--
26/12/1915,26/12/1915,Honduras,HND,"Gracias A Dios, Campuca, Lempira",Earthquake,Ground movement,0,0,0,0,1915-0009,--,--
09/08/1980,09/08/1980,Honduras,HND,North (Honduras) and Izabal province (Guatemala),Earthquake,Ground movement,2,0,0,0,1980-0129,--,--
27/04/1982,27/04/1982,Honduras,HND,Comayagua area,Earthquake,Ground movement,0,500,0,0,1982-0141,--,--
15/09/2007,15/09/2007,Honduras,HND,"El Progreso district (Yoro province), Santa Barbara, Las Vegas districts (Santa Barbara province)",Earthquake,Ground movement,0,1883,0,0,2007-0461,--,--
28/05/2009,28/05/2009,Honduras,HND,"La Ceiba, Tela districts (Atlantida province), La Lima, Omoa, Puerto Cortes, San Pedro Sula districts (Cortes province), Jesus De Otoro, Guanaja, Roatan, Jose Santos Guardiola districts (Islas De Bahia province), Ceguaca, Chinda, Gualala, Ilama, Las Vegas, Petoa, San Jose De Colimas, Santa Barbara, Trinidad districts (Santa Barbara province), El Progreso, Olanchito districts (Yoro province)",Earthquake,Ground movement,7,50136,100000,0,2009-0205,"Slide (land, mud, sn",--
14/04/2013,23/04/2013,Hungary,HUN,Heves province,Earthquake,Ground movement,0,1800,0,0,2013-0121,--,--
13/01/1976,13/01/1976,Iceland,ISL,Kopasker,Earthquake,Ground movement,1,6,0,0,1976-0020,--,--
21/06/2000,21/06/2000,Iceland,ISL,"Grimsnes, Selfoss, Eyrarbakki, Stokkseyri city (Arnes provinces)",Earthquake,Ground movement,0,108,12000,0,2000-0076,--,--
17/06/2000,17/06/2000,Iceland,ISL,Hella city (Rangarvalla province),Earthquake,Ground movement,0,91,12000,0,2000-0335,--,--
05/04/1905,05/04/1905,India,IND,Kangra,Earthquake,Ground movement,20000,0,0,0,1905-0003,--,--
15/01/1934,15/01/1934,India,Ind,"Bihar province, Sitamarhi Madhubani area. From Supaul to Pumia. Muzaffarpur-Darbhanga area. Munger (Monghyr) area.",Earthquake,Ground movement,6000,0,0,0,1934-0001,--,--
/11/1946,/11/1946,India,IND,,Earthquake,Ground movement,400,0,0,0,1946-0023,--,--
15/08/1950,15/08/1950,India,IND,Assam province,Earthquake,Ground movement,1500,0,0,0,1950-0008,"Slide (land, mud, sn",Flood
21/07/1956,21/07/1956,India,IND,"Anjar, Kutch area",Earthquake,Ground movement,113,219,0,0,1956-0038,--,--
11/12/1967,11/12/1967,India,IND,"Maharashtra, Koynana",Earthquake,Ground movement,177,52272,400,0,1967-0077,--,--
//1970,//1970,India,IND,,Earthquake,Ground movement,26,0,0,0,1970-0112,--,--
//1972,//1972,India,IND,,Earthquake,Ground movement,100,0,0,0,1972-0132,--,--
19/01/1975,19/01/1975,India,IND,Himachal Pradesh,Earthquake,Ground movement,47,0,0,0,1975-0014,--,--
/07/1979,/07/1979,India,IND,Baramula-Sopur area,Earthquake,Ground movement,0,0,0,0,1979-0224,--,--
24/08/1980,24/08/1980,India,IND,Jammu ,Earthquake,Ground movement,13,40,0,0,1980-0084,--,--
20/11/1980,20/11/1980,India,IND,"Sikkim, Gangtok Region",Earthquake,Ground movement,0,8,0,0,1980-0255,--,--
//1981,//1981,India,IND,,Earthquake,Ground movement,212,0,0,0,1981-0288,--,--
31/12/1984,31/12/1984,India,IND,Cachar district (Assam),Earthquake,Ground movement,20,10900,0,0,1984-0124,--,--
26/04/1986,26/04/1986,India,IND,Dharmsala,Earthquake,Ground movement,6,30,5000,0,1986-0372,--,--
06/08/1988,06/08/1988,India,IND,Hindukush region,Earthquake,Ground movement,2,12,1000,0,1988-0362,"Slide (land, mud, sn",--
21/08/1988,21/08/1988,India,IND,"Dharbhanga, Madhubani, Saharsa, Munger, Khagana, Bihar SharieBihar State",Earthquake,Ground movement,382,20003766,71500,0,1988-0382,--,--
20/10/1991,20/10/1991,India,IND,"Harsil (near Gangotri, Uttarkashi's Bhagirathi valley, Uttar Pradesh)",Earthquake,Ground movement,1500,54383,60000,0,1991-0368,"Slide (land, mud, sn",--
29/09/1993,29/09/1993,India,IND,"Killari, Haegoan, Sostour, Holi (Latur and Osmanabad districts, Maharastra state)",Earthquake,Ground movement,9748,30000,280000,0,1993-0074,--,--
12/11/1993,12/11/1993,India,IND,Latur area,Earthquake,Ground movement,0,525,0,0,1993-0581,--,--
22/05/1997,22/05/1997,India,IND,Jabalpur (Madhya Pradesh),Earthquake,Ground movement,43,156500,37000,0,1997-0115,--,--
28/03/1999,28/03/1999,India,IND,"Chamoli, Rudraprayag, Bageshwar (new district), Tehri Garhwal, Pauri Garhwal district",Earthquake,Ground movement,100,477894,2000,0,1999-0099,--,--
26/01/2001,26/01/2001,India,IND,"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahdod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara districts (Gurajat province)",Earthquake,Ground movement,20005,6321812,2623000,100000,2001-0033,--,--
13/09/2002,13/09/2002,India,IND,Andaman Islands district (Andaman and Nicobar province),Earthquake,Ground movement,2,200,0,0,2002-0584,Tsunami/Tidal wave,--
26/12/2004,26/12/2004,India,IND,"Kancheepuram, Villupuram, Nagapattinam, Thoothukudi, Tirunelveli Kattabo, Kanniyakumari, Chennai, Thiruvallur, Cuddalore, Pudukkottai, Ramanathapuram, Sivaganga, Thanjavur districts (Tamil Nadu province), Vishakhapatnam, East Godavari, West Godavari, Krishna, Guntur, Prakasam, Nellore districts (Andhra Pradesh province), Kollam, Alappuzha, Ernakulam districts (Kerala province), Puducherry, Karaikal district (Puducherry province), Andaman and Nicobar province",Earthquake,Tsunami,16389,654512,1022800,5000,2004-0659,--,--
08/10/2005,08/10/2005,India,IND,Administrative unit not available districts (Jammu and Kashmir province),Earthquake,Ground movement,1309,156622,1000000,0,2005-0575,Fire,--
18/09/2011,18/09/2011,India,IND,"Sikkim, West Bengal, Bihar, Assam, Meghalaya provinces",Earthquake,Ground movement,112,575200,0,0,2011-0351,"Slide (land, mud, sn",--
01/05/2013,01/05/2013,India,IND,Administrive unit not available district (Jammu and Kashmir province),Earthquake,Ground movement,3,59350,120000,0,2013-0140,--,--
